;N;VOZR;GOD_POST;VREM_OB;COD_COURS;UROVEN;NAPR;UZNAL;VR_PUT;PROFROD;TEACHER;STAG
1958;11116;10;2019;8;1;1;1;интернет;40;менеджер;143;3
1959;11116;11;2020;8;2;1;1;интернет;40;менеджер;161;0
1960;11116;12;2021;8;11;2;5;интернет;40;менеджер;86;12
1961;11117;10;2018;8;0;1;1;знакомые;14;преподаватель;154;1
1962;11119;11;2020;8;3;2;2;знакомые;33;инд_предпр;154;3
1963;11121;10;2018;8;0;1;1;интернет;35;бухгалтер;149;2
1964;11121;11;2019;8;3;2;2;интернет;35;бухгалтер;149;3
1965;11121;12;2020;8;4;2;2;интернет;35;бухгалтер;7;17
1966;11121;13;2021;8;13;3;4;интернет;35;бухгалтер;152;5
1967;11122;15;2018;8;18;2;3;интернет;42;специалист;24;15
1968;11123;12;2018;8;2;1;1;интернет;8;нотариус;148;2
1969;11123;13;2019;8;11;2;5;интернет;8;нотариус;86;10
1970;11123;14;2020;8;19;3;5;интернет;8;нотариус;86;11
1971;11124;14;2018;8;2;1;1;знакомые;39;домохозяйка;148;2
1972;11126;12;2018;8;2;1;1;знакомые;28;специалист;148;2
1973;11126;13;2019;8;4;2;2;знакомые;28;специалист;7;16
1974;11126;14;2020;8;11;2;5;знакомые;28;специалист;86;11
1975;11127;12;2018;8;3;2;2;знакомые;18;сотр_мед;149;2
1976;11131;11;2018;1;4;2;2;знакомые;8;преподаватель;7;15
1977;11132;12;2018;8;2;1;1;знакомые;43;преподаватель;148;2
1978;11132;13;2019;6;11;2;5;знакомые;43;преподаватель;86;10
1979;11134;12;2018;8;2;1;1;знакомые;16;сотр_ооо;156;0
1980;11134;13;2019;8;11;2;5;знакомые;16;сотр_ооо;86;10
1981;11134;15;2021;7;4;2;2;знакомые;16;сотр_ооо;163;1
1982;11135;13;2018;8;11;2;5;знакомые;5;зам_дир;144;2
1983;11136;11;2018;8;13;3;4;знакомые;32;руководитель;130;5
1984;11136;12;2019;8;5;3;2;знакомые;32;руководитель;150;3
1985;11137;14;2018;8;18;2;3;н;19;н;24;15
1986;11138;13;2018;8;3;2;2;знакомые;5;директор;149;2
1987;11138;14;2019;8;5;3;2;знакомые;5;директор;150;3
1988;11139;10;2018;8;0;1;1;знакомые;15;менеджер;149;2
1989;11139;11;2019;6;3;2;2;знакомые;15;менеджер;149;3
1990;11140;12;2018;8;13;3;4;интернет;38;сотр_торг;140;3
1991;11140;13;2019;8;16;3;4;интернет;38;сотр_торг;140;4
1992;11141;11;2018;8;1;1;1;интернет;18;н;143;2
1993;11141;12;2019;8;4;2;2;интернет;18;н;7;16
1994;11141;13;2020;8;13;3;4;интернет;18;н;130;6
1995;11141;14;2021;8;17;3;3;интернет;18;н;175;0
1996;11145;13;2018;8;5;3;2;знакомые;38;н;150;2
1997;11146;14;2018;8;18;2;3;интернет;37;руководитель;24;15
1998;11146;14;2018;8;5;3;2;интернет;37;руководитель;150;2
1999;11146;15;2019;8;4;2;2;интернет;37;руководитель;7;16
2000;11148;16;2018;8;18;2;3;интернет;19;врач;24;15
2001;11151;9;2018;1;0;1;1;интернет;15;преподаватель;154;1
2002;11152;9;2018;8;0;1;1;знакомые;27;врач;155;0
2003;11152;10;2019;8;1;1;1;знакомые;27;врач;143;3
2004;11153;12;2018;8;2;1;1;знакомые;34;менеджер;156;0
2005;11153;13;2019;8;11;2;5;знакомые;34;менеджер;153;2
2006;11154;14;2018;1;18;2;3;интернет;28;н;24;15
2007;11155;11;2018;8;0;1;1;интернет;15;инженер;155;0
2008;11156;14;2018;8;18;2;3;интернет;19;специалист;24;15
2009;11157;10;2018;8;0;1;1;интернет;14;ген_дир;149;2
2010;11157;11;2019;8;2;1;1;интернет;14;ген_дир;148;3
2011;11157;12;2020;8;10;3;2;интернет;14;ген_дир;156;2
2012;11162;10;2018;8;0;1;1;знакомые;38;сотр_лгу;149;2
2013;11162;12;2020;8;4;2;2;знакомые;38;сотр_лгу;7;17
2014;11162;13;2021;8;13;3;4;знакомые;38;сотр_лгу;171;0
2015;11163;14;2018;8;11;2;5;знакомые;28;сотр_колледж;144;2
2016;11164;15;2018;8;15;3;2;интернет;36;н;130;5
2017;11166;14;2018;8;18;2;3;интернет;12;руководитель;24;15
2018;11166;15;2019;8;20;3;3;интернет;12;руководитель;24;16
2019;11167;13;2018;1;4;2;2;интернет;27;ген_дир;7;15
2020;11167;13;2018;8;11;2;5;интернет;27;ген_дир;153;1
2021;11168;13;2018;8;2;1;1;интернет;5;н;156;0
2022;11168;14;2019;8;18;2;3;интернет;5;н;24;16
2023;11169;13;2018;8;13;3;4;интернет;35;н;140;3
2024;11169;14;2019;8;18;2;3;интернет;35;н;24;16
2025;11172;11;2018;8;1;1;1;интернет;35;н;153;1
2026;11174;10;2018;8;0;1;1;интернет;40;сотр_банка;155;0
2027;11174;11;2019;8;3;2;2;интернет;40;сотр_банка;149;3
2028;11174;12;2020;4;10;3;2;интернет;40;сотр_банка;156;2
2029;11174;13;2021;8;4;2;2;интернет;40;сотр_банка;163;1
2030;11176;15;2018;2;15;3;2;знакомые;30;н;130;5
2031;11179;9;2018;8;0;1;1;знакомые;33;н;155;0
2032;11179;10;2019;8;1;1;1;знакомые;33;н;143;3
2033;11180;16;2018;3;13;3;4;интернет;40;директор;140;3
2034;11185;11;2018;3;3;2;2;интернет;15;методист;141;3
2035;11188;15;2018;8;20;3;3;интернет;28;художник;24;15
2036;11189;12;2018;8;1;1;1;н;5;сотр_банка;143;2
2037;11190;22;2018;1;19;3;5;н;35;продавец;144;2
2038;11191;12;2018;3;2;1;1;интернет;38;сотр_ооо;156;0
2039;11191;12;2018;8;4;2;2;интернет;38;сотр_ооо;7;15
2040;11191;13;2019;8;13;3;4;интернет;38;сотр_ооо;140;4
2041;11192;13;2018;8;3;2;2;знакомые;15;художник;149;2
2042;11195;9;2018;8;0;1;1;интернет;8;сотр_ооо;149;2
2043;11195;10;2019;8;1;1;1;интернет;8;сотр_ооо;143;3
2044;11195;11;2020;8;3;2;2;интернет;8;сотр_ооо;149;4
2045;11195;12;2021;8;11;2;5;интернет;8;сотр_ооо;86;12
2046;11196;15;2018;3;4;2;2;знакомые;34;директор;7;15
2047;11197;10;2018;8;0;1;1;вк;33;бухгалтер;155;0
2048;11197;11;2019;6;1;1;1;вк;33;бухгалтер;143;3
2049;11197;12;2020;2;1;1;1;вк;33;бухгалтер;158;0
2050;11197;12;2020;4;3;2;2;вк;33;бухгалтер;149;4
2051;11200;15;2018;8;20;3;3;знакомые;33;домохозяйка;24;15
2052;11202;14;2018;8;5;3;2;знакомые;38;н;150;2
2053;11203;12;2018;4;3;2;2;знакомые;38;менеджер;141;3
2054;11206;11;2018;8;3;2;2;интернет;8;менеджер;141;3
2055;11206;12;2019;8;7;3;2;интернет;8;менеджер;141;4
2056;11206;13;2020;1;15;3;2;интернет;8;менеджер;165;0
2057;11207;9;2018;8;1;1;1;знакомые;22;н;143;2
2058;11209;10;2018;8;0;1;1;н;15;сотр_газпром;155;0
2059;11212;11;2018;8;2;1;1;н;27;н;148;2
2060;11213;13;2018;8;13;3;4;интернет;23;директор;130;4
2061;11215;10;2018;8;1;1;1;знакомые;19;домохозяйка;143;2
2062;11215;11;2019;8;13;3;4;знакомые;19;домохозяйка;140;4
2063;11215;12;2020;8;16;3;4;знакомые;19;домохозяйка;140;5
2064;11215;13;2021;8;20;3;3;знакомые;19;домохозяйка;24;18
2065;11218;11;2018;8;2;1;1;знакомые;16;заведующий;148;2
2066;11219;15;2018;8;4;2;2;знакомые;28;директор;7;15
2067;11223;15;2018;8;4;2;2;интернет;35;сотр_ооо;7;15
2068;11224;9;2018;8;0;1;1;знакомые;5;инд_предпр;141;3
2069;11224;10;2019;8;1;1;1;знакомые;5;инд_предпр;143;3
2070;11224;11;2020;8;3;2;2;знакомые;5;инд_предпр;154;3
2071;11226;10;2018;8;0;1;1;интернет;37;преподаватель;154;1
2072;11226;11;2019;7;3;2;2;интернет;37;преподаватель;141;4
2073;11226;12;2020;8;4;2;2;интернет;37;преподаватель;7;17
2074;11226;13;2021;8;2;1;1;интернет;37;преподаватель;148;5
2075;11227;12;2018;4;4;2;2;интернет;40;менеджер;7;15
2076;11227;13;2019;4;4;2;2;интернет;40;менеджер;7;15
2077;11227;13;2019;2;15;3;2;интернет;40;менеджер;130;6
2078;11228;12;2018;8;1;1;1;интернет;12;программист;143;2
2079;11229;11;2018;8;1;1;1;интернет;12;н;143;2
2080;11230;8;2018;8;0;1;1;интернет;19;инженер;141;3
2081;11233;9;2018;6;0;1;1;интернет;5;н;141;3
2082;11235;12;2018;8;3;2;2;знакомые;15;н;154;1
2083;11235;13;2019;8;4;2;2;знакомые;15;н;7;16
2084;11235;14;2020;8;18;2;3;знакомые;15;н;159;0
2085;11235;15;2021;8;20;3;3;знакомые;15;н;24;18
2086;11236;11;2018;8;2;1;1;знакомые;38;пенсионер;148;2
2087;11236;12;2019;2;17;3;3;знакомые;38;пенсионер;148;3
2088;11238;11;2018;8;2;1;1;знакомые;40;бухгалтер;148;2
2089;11238;12;2019;2;17;3;3;знакомые;40;бухгалтер;148;3
2090;11240;13;2018;3;18;2;3;интернет;38;н;24;15
2091;11245;13;2018;8;5;3;2;знакомые;38;н;150;2
2092;11247;10;2018;8;0;1;1;н;5;н;154;1
2093;11247;10;2018;8;1;1;1;н;5;н;153;1
2094;11247;11;2019;8;3;2;2;н;5;н;149;3
2095;11247;12;2020;8;4;2;2;н;5;н;7;17
2096;11247;13;2021;8;9;3;2;н;5;н;149;5
2097;11249;9;2018;8;0;1;1;знакомые;5;сотр_мед;149;2
2098;11249;11;2020;8;9;3;2;знакомые;5;сотр_мед;149;4
2099;11250;14;2018;8;13;3;4;интернет;14;н;140;3
2100;11251;12;2018;8;2;1;1;интернет;15;н;148;2
2101;11252;14;2018;8;3;2;2;н;48;мастер;149;2
2102;11252;15;2019;8;7;3;2;н;48;мастер;149;3
2103;11252;16;2020;8;15;3;2;н;48;мастер;130;6
2104;11255;12;2018;8;11;2;5;знакомые;48;оператор;144;2
2105;11265;12;2018;8;4;2;2;интернет;43;сотр_прект;7;15
2106;11265;13;2019;8;13;3;4;интернет;43;сотр_прект;155;1
2107;11265;14;2020;8;15;3;2;интернет;43;сотр_прект;130;7
2108;11267;11;2018;12;4;2;2;знакомые;35;директор;7;15
2109;11269;12;2018;8;1;1;1;интернет;15;руководитель;143;2
2110;11269;13;2019;8;11;2;5;интернет;15;руководитель;153;2
2111;11270;9;2018;8;0;1;1;знакомые;8;н;154;1
2112;11270;10;2019;8;1;1;1;знакомые;8;н;143;3
2113;11270;11;2020;4;11;2;5;знакомые;8;н;153;3
2114;11271;15;2018;8;11;2;5;знакомые;40;н;153;1
2115;11271;16;2019;8;18;2;3;знакомые;40;н;24;16
2116;11272;16;2018;8;13;3;4;интернет;30;н;140;3
2117;11273;12;2018;8;2;1;1;интернет;35;преподаватель;156;0
2118;11273;13;2019;8;11;2;5;интернет;35;преподаватель;86;10
2119;11274;9;2018;8;0;1;1;знакомые;33;н;149;2
2120;11274;10;2019;8;1;1;1;знакомые;33;н;143;3
2121;11274;11;2020;8;3;2;2;знакомые;33;н;154;3
2122;11278;13;2018;8;3;2;2;знакомые;38;бухгалтер;149;2
2123;11278;14;2019;8;7;3;2;знакомые;38;бухгалтер;149;3
2124;11278;15;2020;8;4;2;2;знакомые;38;бухгалтер;7;17
2125;11278;16;2021;7;18;2;3;знакомые;38;бухгалтер;24;18
2126;11278;16;2021;8;9;3;2;знакомые;38;бухгалтер;149;5
2127;11279;14;2018;8;13;3;4;знакомые;19;архитектор;130;5
2128;11282;14;2018;8;3;2;2;н;28;директор;141;3
2129;11282;15;2019;8;18;2;3;н;28;директор;24;16
2130;11283;11;2018;8;0;1;1;знакомые;27;н;141;3
2131;11283;11;2018;8;1;1;1;знакомые;27;н;153;1
2132;11283;12;2019;6;11;2;5;знакомые;27;н;86;10
2133;11284;14;2018;8;18;2;3;знакомые;40;воспитатель;24;15
2134;11285;11;2018;8;1;1;1;интернет;15;н;153;1
2135;11285;12;2019;2;11;2;5;интернет;15;н;86;10
2136;11285;12;2019;8;2;1;1;интернет;15;н;148;3
2137;11285;13;2020;8;3;2;2;интернет;15;н;154;3
2138;11285;14;2021;8;18;2;3;интернет;15;н;159;1
2139;11287;9;2018;5;0;1;1;интернет;18;менеджер;141;3
2140;11287;10;2019;3;0;1;1;интернет;18;менеджер;154;1
2141;11287;10;2019;8;1;1;1;интернет;18;менеджер;143;3
2142;11288;10;2018;4;0;1;1;интернет;15;дизайнер;155;0
2143;11289;9;2018;8;2;1;1;интернет;33;н;148;2
2144;11291;14;2018;8;13;3;4;знакомые;37;директор;140;3
2145;11292;11;2018;8;2;1;1;интернет;40;сотр_зао;148;2
2146;11292;12;2019;8;4;2;2;интернет;40;сотр_зао;7;16
2147;11292;13;2020;8;13;3;4;интернет;40;сотр_зао;140;5
2148;11294;10;2018;8;0;1;1;знакомые;14;менеджер;149;2
2149;11294;11;2019;8;3;2;2;знакомые;14;менеджер;149;3
2150;11295;10;2018;8;0;1;1;знакомые;14;аудитор;149;2
2151;11295;11;2019;8;1;1;1;знакомые;14;аудитор;158;0
2152;11295;12;2020;8;10;3;2;знакомые;14;аудитор;149;4
2153;11295;13;2021;8;3;2;2;знакомые;14;аудитор;164;1
2154;11296;14;2018;8;3;2;2;знакомые;19;руководитель;141;3
2155;11297;9;2018;4;0;1;1;интернет;5;н;141;3
2156;11298;11;2018;8;4;2;2;сайт_итмо;38;инд_предпр;7;15
2157;11298;12;2019;8;15;3;2;сайт_итмо;38;инд_предпр;130;5
2158;11298;13;2020;8;10;3;2;сайт_итмо;38;инд_предпр;156;1
2159;11299;12;2018;8;2;1;1;знакомые;40;сотр_ооо;156;0
2160;11300;12;2018;8;4;2;2;интернет;43;н;7;15
2161;11300;13;2019;5;17;3;3;интернет;43;н;148;3
2162;11302;9;2018;8;0;1;1;интернет;38;менеджер;141;3
2163;11302;10;2019;8;3;2;2;интернет;38;менеджер;141;4
2164;11302;11;2020;8;4;2;2;интернет;38;менеджер;163;0
2165;11302;11;2020;8;2;1;1;интернет;38;менеджер;148;4
2166;11302;12;2021;8;17;3;3;интернет;38;менеджер;175;0
2167;11302;12;2021;8;13;3;4;интернет;38;менеджер;152;5
2168;11303;12;2018;8;2;1;1;знакомые;28;домохозяйка;148;2
2169;11304;13;2018;8;2;1;1;интернет;37;руководитель;148;2
2170;11304;13;2018;8;11;2;5;интернет;37;руководитель;144;2
2171;11304;14;2019;8;3;2;2;интернет;37;руководитель;149;3
2172;11304;14;2019;8;19;3;5;интернет;37;руководитель;86;10
2173;11304;16;2021;0;3;2;2;интернет;37;руководитель;149;4
2174;11306;14;2018;8;15;3;2;знакомые;40;директор;130;5
2175;11306;15;2019;8;16;3;4;знакомые;40;директор;140;4
2176;11308;12;2018;8;11;2;5;интернет;15;н;144;2
2177;11308;12;2018;8;15;3;2;интернет;15;н;130;5
2178;11308;13;2019;8;16;3;4;интернет;15;н;140;4
2179;11309;13;2018;8;2;1;1;вк;38;флорист;148;2
2180;11309;14;2019;8;18;2;3;вк;38;флорист;24;16
2181;11311;12;2018;5;2;1;1;знакомые;32;н;148;2
2182;11312;10;2018;1;1;1;1;интернет;40;врач;143;3
2183;11313;12;2018;8;2;1;1;интернет;35;сотр_комитета;148;2
2184;11313;13;2019;8;11;2;5;интернет;35;сотр_комитета;86;10
2185;11315;11;2018;8;1;1;1;интернет;18;экономист;153;1
2186;11315;12;2019;8;4;2;2;интернет;18;экономист;7;16
2187;11315;13;2020;8;18;2;3;интернет;18;экономист;24;17
2188;11315;14;2021;8;20;3;3;интернет;18;экономист;24;18
2189;11318;11;2018;2;0;1;1;интернет;5;н;154;1
2190;11319;11;2018;8;1;1;1;знакомые;15;н;143;2
2191;11320;13;2018;8;1;1;1;интернет;36;н;143;2
2192;11321;12;2018;8;13;3;4;интернет;35;руководитель;130;4
2193;11321;13;2019;8;4;2;2;интернет;35;руководитель;7;16
2194;11322;10;2018;8;0;1;1;интернет;40;сотр_ооо;141;3
2195;11322;11;2019;8;1;1;1;интернет;40;сотр_ооо;143;3
2196;11322;12;2020;8;3;2;2;интернет;40;сотр_ооо;149;4
2197;11322;13;2021;8;13;3;4;интернет;40;сотр_ооо;152;5
2198;11324;12;2018;8;2;1;1;интернет;19;н;156;0
2199;11326;14;2018;8;18;2;3;знакомые;32;руководитель;24;15
2200;11326;15;2019;8;20;3;3;знакомые;32;руководитель;24;16
2201;11328;14;2018;7;11;2;5;знакомые;17;архитектор;144;2
2202;11329;16;2018;2;11;2;5;знакомые;17;архитектор;144;2
2203;11329;16;2018;2;11;2;5;знакомые;17;архитектор;144;2
2204;11329;16;2018;2;11;2;5;знакомые;17;архитектор;144;2
2205;11330;12;2018;8;3;2;2;знакомые;15;н;154;1
2206;11334;13;2018;6;15;3;2;знакомые;35;программист;130;5
2207;11335;10;2018;8;1;1;1;знакомые;28;н;143;2
2208;11335;11;2019;8;13;3;4;знакомые;28;н;140;4
2209;11335;12;2020;8;16;3;4;знакомые;28;н;140;5
2210;11336;11;2018;8;0;1;1;знакомые;15;тренер;155;0
2211;11336;12;2019;6;1;1;1;знакомые;15;тренер;143;3
2212;11337;11;2018;2;3;2;2;интернет;38;специалист;154;1
2213;11342;13;2018;8;11;2;5;н;27;менеджер;144;2
2214;11342;14;2019;8;19;3;5;н;27;менеджер;86;10
2215;11343;10;2018;8;0;1;1;знакомые;33;оценщик;154;1
2216;11350;14;2018;8;18;2;3;знакомые;36;директор;24;15
2217;11350;15;2019;8;20;3;3;знакомые;36;директор;24;16
2218;11351;9;2018;6;0;1;1;интернет;22;н;149;2
2219;11351;10;2019;2;0;1;1;интернет;22;н;149;2
2220;11352;12;2018;4;3;2;2;школа;12;сотр_фирмы;149;2
2221;11352;13;2019;4;3;2;2;школа;12;сотр_фирмы;149;2
2222;11352;13;2019;8;7;3;2;школа;12;сотр_фирмы;149;3
2223;11354;9;2018;8;0;1;1;интернет;28;н;149;2
2224;11354;11;2020;2;4;2;2;интернет;28;н;163;0
2225;11354;11;2020;6;4;2;2;интернет;28;н;163;0
2226;11355;16;2018;8;11;2;5;интернет;28;сотр_строит;144;2
2227;11358;9;2018;3;0;1;1;родств;30;менеджер;155;0
2228;11359;12;2018;8;2;1;1;интернет;33;адвокат;148;2
2229;11359;12;2018;8;1;1;1;интернет;33;адвокат;143;2
2230;11360;9;2018;8;0;1;1;интернет;38;н;154;1
2231;11360;10;2019;8;1;1;1;интернет;38;н;143;3
2232;11360;11;2020;8;3;2;2;интернет;38;н;149;4
2233;11360;12;2021;8;4;2;2;интернет;38;н;163;1
2234;11361;9;2018;8;0;1;1;интернет;38;н;154;1
2235;11361;10;2019;8;1;1;1;интернет;38;н;143;3
2236;11361;11;2020;4;3;2;2;интернет;38;н;149;4
2237;11361;12;2021;8;4;2;2;интернет;38;н;163;1
2238;11364;11;2018;8;1;1;1;интернет;15;н;143;2
2239;11364;12;2019;8;2;1;1;интернет;15;н;156;1
2240;11364;12;2019;2;13;3;4;интернет;15;н;140;4
2241;11364;12;2019;6;13;3;4;интернет;15;н;130;6
2242;11364;13;2020;8;16;3;4;интернет;15;н;140;5
2243;11365;11;2018;8;1;1;1;интернет;15;н;143;2
2244;11365;12;2019;8;5;3;2;интернет;15;н;150;3
2245;11365;13;2020;7;10;3;2;интернет;15;н;149;4
2246;11366;14;2021;7;2;1;1;знакомые;40;бухгалтер;148;5
2247;11367;16;2018;1;18;2;3;интернет;16;н;24;15
2248;11367;16;2018;6;11;2;5;интернет;16;н;144;2
2249;11368;13;2018;8;15;3;2;знакомые;33;н;130;5
2250;11368;14;2019;8;18;2;3;знакомые;33;н;24;16
2251;11371;13;2018;8;11;2;5;знакомые;28;врач;153;1
2252;11371;14;2019;8;19;3;5;знакомые;28;врач;86;10
2253;11372;15;2018;2;18;2;3;знакомые;17;сотр_мед;24;15
2254;11373;11;2018;8;3;2;2;знакомые;19;инженер;149;2
2255;11373;12;2019;1;11;2;5;знакомые;19;инженер;86;10
2256;11375;10;2018;8;0;1;1;интернет;15;менеджер;154;1
2257;11375;11;2019;8;1;1;1;интернет;15;менеджер;158;0
2258;11375;12;2020;8;3;2;2;интернет;15;менеджер;162;0
2259;11375;13;2021;7;11;2;5;интернет;15;менеджер;161;1
2260;11375;13;2021;1;18;2;3;интернет;15;менеджер;159;1
2261;11377;15;2018;8;18;2;3;знакомые;33;н;24;15
2262;11378;12;2018;8;11;2;5;вк;40;сотр_ооо;144;2
2263;11378;13;2019;11;13;3;4;вк;40;сотр_ооо;140;5
2264;11378;13;2019;11;18;2;3;вк;40;сотр_ооо;141;4
2265;11378;13;2019;11;13;3;4;вк;40;сотр_ооо;140;5
2266;11378;14;2020;8;16;3;4;вк;40;сотр_ооо;140;5
2267;11378;14;2020;8;20;3;3;вк;40;сотр_ооо;159;0
2268;11379;9;2018;8;0;1;1;интернет;14;бухгалтер;149;2
2269;11381;14;2018;8;19;3;5;вк;35;сотр_зао;144;2
2270;11382;14;2018;1;11;2;5;знакомые;30;менеджер;86;9
2271;11382;14;2018;7;11;2;5;знакомые;30;менеджер;144;2
2272;11382;15;2019;7;18;2;3;знакомые;30;менеджер;24;16
2273;11383;10;2018;8;0;1;1;знакомые;38;н;149;2
2274;11383;13;2021;8;9;3;2;знакомые;38;н;149;5
2275;11384;14;2018;8;17;3;3;интернет;19;сотр_нпп;148;2
2276;11385;15;2018;8;18;2;3;интернет;39;аналитик;24;15
2277;11386;9;2018;4;0;1;1;знакомые;15;доктор;141;3
2278;11387;9;2018;4;0;1;1;знакомые;15;доктор;141;3
2279;11388;15;2018;8;11;2;5;интернет;40;сотр_мед;144;2
2280;11389;9;2018;4;0;1;1;знакомые;15;доктор;141;3
2281;11390;17;2018;7;20;3;3;знакомые;38;н;24;15
2282;11392;11;2018;8;13;3;4;знакомые;37;н;140;3
2283;11392;12;2019;7;16;3;4;знакомые;37;н;140;5
2284;11393;12;2018;8;13;3;4;знакомые;37;н;140;3
2285;11393;13;2019;7;16;3;4;знакомые;37;н;140;5
2286;11394;12;2018;8;15;3;2;интернет;28;дезинсектор;130;5
2287;11395;15;2018;8;2;1;1;интернет;35;сотр_зао;148;2
2288;11396;10;2018;8;0;1;1;знакомые;36;нач_отд;155;0
2289;11396;11;2019;8;3;2;2;знакомые;36;нач_отд;149;3
2290;11396;12;2020;8;10;3;2;знакомые;36;нач_отд;156;2
2291;11396;13;2021;8;13;3;4;знакомые;36;нач_отд;152;5
2292;11398;11;2018;8;0;1;1;интернет;38;менеджер;149;2
2293;11398;11;2018;8;1;1;1;интернет;38;менеджер;143;2
2294;11398;12;2019;8;2;1;1;интернет;38;менеджер;148;3
2295;11398;13;2020;8;11;2;5;интернет;38;менеджер;153;3
2296;11398;14;2021;8;4;2;2;интернет;38;менеджер;163;1
2297;11399;10;2018;4;1;1;1;интернет;38;н;143;2
2298;11400;15;2018;8;19;3;5;интернет;8;сотр_трансп;144;2
2299;11401;14;2018;4;18;2;3;интернет;38;н;24;15
2300;11401;14;2018;2;18;2;3;интернет;38;н;24;15
2301;11402;13;2018;8;18;2;3;знакомые;40;инд_предпр;24;15
2302;11402;14;2019;8;20;3;3;знакомые;40;инд_предпр;24;16
2303;11404;12;2018;8;3;2;2;знакомые;40;сотр_газпром;141;3
2304;11404;13;2019;8;2;1;1;знакомые;40;сотр_газпром;156;1
2305;11404;14;2020;8;18;2;3;знакомые;40;сотр_газпром;24;17
2306;11412;16;2018;8;18;2;3;интернет;38;руководитель;24;15
2307;11414;11;2018;2;13;3;4;знакомые;38;бухгалтер;140;3
2308;11415;15;2018;8;18;2;3;интернет;28;нач_отд;24;15
2309;11415;17;2020;8;20;3;3;интернет;28;нач_отд;24;17
2310;11416;14;2018;8;18;2;3;знакомые;30;н;24;15
2311;11418;12;2018;8;11;2;5;интернет;19;бухгалтер;86;9
2312;11419;14;2018;1;11;2;5;интернет;35;сотр_фирмы;144;2
2313;11419;14;2018;3;18;2;3;интернет;35;сотр_фирмы;24;15
2314;11420;8;2018;8;0;1;1;знакомые;35;сотр_итмо;155;0
2315;11420;9;2019;8;1;1;1;знакомые;35;сотр_итмо;143;4
2316;11420;10;2020;8;2;1;1;знакомые;35;сотр_итмо;156;2
2317;11420;11;2021;8;4;2;2;знакомые;35;сотр_итмо;7;18
2318;11421;8;2018;8;0;1;1;интернет;35;сотр_мед;155;0
2319;11421;9;2019;8;1;1;1;интернет;35;сотр_мед;143;3
2320;11421;10;2020;4;2;1;1;интернет;35;сотр_мед;156;2
2321;11421;11;2021;8;4;2;2;интернет;35;сотр_мед;7;18
2322;11422;11;2018;1;2;1;1;интернет;43;н;148;2
2323;11424;13;2018;8;11;2;5;знакомые;33;директор;153;1
2324;11424;14;2019;8;13;3;4;знакомые;33;директор;130;6
2325;11430;15;2018;8;16;3;4;интернет;8;н;140;3
2326;11432;13;2018;4;11;2;5;интернет;35;менеджер;86;9
2327;11432;13;2018;5;11;2;5;интернет;35;менеджер;153;1
2328;11434;13;2018;4;13;3;4;интернет;12;художник;140;3
2329;11435;9;2018;8;0;1;1;интернет;37;преподаватель;149;2
2330;11435;10;2019;8;1;1;1;интернет;37;преподаватель;143;3
2331;11435;11;2020;8;2;1;1;интернет;37;преподаватель;148;4
2332;11435;12;2021;4;11;2;5;интернет;37;преподаватель;173;0
2333;11436;15;2018;8;18;2;3;интернет;12;н;24;15
2334;11436;16;2019;8;20;3;3;интернет;12;н;24;16
2335;11437;12;2018;8;3;2;2;знакомые;14;н;141;3
2336;11439;14;2018;6;11;2;5;интернет;28;н;86;9
2337;11440;12;2018;8;4;2;2;н;5;сотр_ооо;7;15
2338;11440;13;2019;8;15;3;2;н;5;сотр_ооо;130;5
2339;11440;14;2020;8;13;3;4;н;5;сотр_ооо;140;6
2340;11442;10;2018;8;0;1;1;интернет;40;домохозяйка;149;2
2341;11443;8;2018;8;0;1;1;интернет;39;инд_предпр;154;1
2342;11443;9;2019;8;1;1;1;интернет;39;инд_предпр;143;3
2343;11443;10;2020;8;3;2;2;интернет;39;инд_предпр;149;4
2344;11443;11;2021;8;9;3;2;интернет;39;инд_предпр;149;5
2345;11443;11;2021;8;8;3;2;интернет;39;инд_предпр;166;1
2346;11443;11;2021;8;11;2;5;интернет;39;инд_предпр;173;0
2347;11444;11;2018;8;1;1;1;знакомые;33;руководитель;143;2
2348;11444;12;2019;8;11;2;5;знакомые;33;руководитель;86;10
2349;11444;13;2020;8;19;3;5;знакомые;33;руководитель;86;11
2350;11444;14;2021;8;4;2;2;знакомые;33;руководитель;163;1
2351;11446;11;2018;8;3;2;2;знакомые;27;домохозяйка;149;2
2352;11446;12;2019;8;5;3;2;знакомые;27;домохозяйка;150;3
2353;11446;13;2020;8;9;3;2;знакомые;27;домохозяйка;149;4
2354;11446;14;2021;8;4;2;2;знакомые;27;домохозяйка;7;18
2355;11448;11;2018;8;1;1;1;интернет;48;директор;143;2
2356;11448;12;2019;8;2;1;1;интернет;48;директор;156;1
2357;11449;14;2018;4;5;3;2;интернет;25;менеджер;150;2
2358;11451;13;2018;8;15;3;2;н;22;руководитель;130;5
2359;11452;12;2018;8;13;3;4;интернет;28;н;140;3
2360;11455;14;2018;8;4;2;2;вк;38;бухгалтер;7;15
2361;11457;12;2018;5;17;3;3;знакомые;38;преподаватель;148;2
2362;11458;14;2018;8;3;2;2;знакомые;35;н;149;2
2363;11458;15;2019;8;7;3;2;знакомые;35;н;149;3
2364;11459;11;2018;8;1;1;1;знакомые;19;сотр_мед;143;3
2365;11463;12;2018;8;13;3;4;родств;14;корреспондент;140;3
2366;11465;15;2018;8;13;3;4;интернет;27;менеджер;130;4
